,essay,error,message,frase
8128,849,0,,"Porém isso não reflete na situação atual, uma vez que o valor do ingresso precisa ser muito além do normal para que a direção dos eventos possa arcar com todos os gastos."
8129,849,0,,"Os responsáveis de pagar pela quantia que os beneficiários não desembolsam são os pagantes das entradas inteiras, os quais não tem nenhuma vantagem em relação a essa nova lei."
8130,849,0,,"Essas questões precisam ser revistas, para que todos os cidadãos possam usufruir de um bom evento a um preço acessível."
8131,849,0,,"O que precisa ser feito é estabelecer um equilíbrio no valor dos ingressos, muitas vezes uma pessoa não é estudante, mas também não possui condições para pagar pelo valor integral da entrada."
8132,849,0,,Em relação a meia-passagem quem deve ter o direito são as pessoas que necessitam utilizar o transporte público todos os dias e não recebem nenhuma ajuda do empregador ou possui trabalho autônomo.
8133,850,0,,"Somos detentores de um dos países mais ricos em diversidade cultural do mundo, e é admirável que ainda não tenhamos uma política pública sólida e democrática à respeito do consumo dessa cultura."
8134,850,0,,"Para que nossa população possa conhecer essa imensidão de ritmos, sotaques e expressões artísticas, se faz necessária a implantação do valor cultural que possuímos, no consciente coletivo,  principalmente através do fomento à cultura e lazer."
8135,850,0,,Atualmente não há leis que obriguem ou incentivem a meia-entrada para jovens e idosos nos espetáculos.
8136,850,0,,"Se criadas, essas leis poderão incentivar o povo a consumir mais cultura e lazer, contribuindo para a criação de um senso maior de brasilidade."
8137,850,1,Missing comma between the 'aposto'; ,"Destituir a nação de uma fonte tão grande de riquezas é uma demonstração da falácia que é o slogan do governo anterior: ""Brasil, um país de todos""."
8138,850,0,,"Por outro lado, a democracia exige que todos tenham direitos iguais e liberdade."
8139,850,1,Comma separating Subject from predicate; ,"Se essa liberdade é rompida, devemos nos questionar se nossos representantes estão fazendo um bom papel no poder."
8140,850,0,,"É o caso de um dos projetos que garante 40% dos ingressos para meias-entradas, interferindo diretamente no princípio da universalidade do direito."
8141,850,0,,"Se aprovado, esse projeto tomará a autonomia dos organizadores de disponibilizarem esses ingressos ou não, criando o chamado subsídio cruzado, através do qual reajusta o valor total dos ingressos ao público pagante."
8142,850,1,Comma separating Subject from predicate; ,"A grande questão de se conceder meias-entradas, tanto para idosos, quanto para jovens, é que não há garantias de que os ingressos com desconto vão parar nas mãos dos financeiramente menos favorecidos."
8143,850,0,,"Se trata de um falso populismo, podendo ser interpretado até como um incentivo à política do pão-e-circo por parte do Governo, que já investe bilhões em espetáculos gratuitos à população."
8144,850,1,Comma separating Subject from predicate; ,"Para que o país progrida nessa questão, temos de melhorar prioritariamente os serviços essenciais oferecidos à população."
8145,850,0,,"Por exemplo, com um grau de educação mais elevado, o indivíduo poderá aumentar sua renda e assim consumir mais, sem precisar de cotas ou meias-entradas."
8146,850,0,,"Atribuir toda a culpa ao Governo seria porém mera hipocrisia, pois se a população está interessada em cultura e lazer, deveria portanto se interessar pelo consumo de livros, que também estão caros devido a baixa demanda."
8147,851,1,Comma separating Subject from predicate; ,"A meia-entrada, é um processo que procura beneficiar principalmente as pessoas menos favorecidas, de qualquer forma,  como estudantes, aposentados e deficientes."
8148,851,0,,"Essa é uma forma de condicionar a inserção social dessas pessoas, pois pagando meia-entrada ela pode ir duas vez em um local, pelo valor que ele iria uma vez."
8149,851,0,,"A meia-entrada possibilita o ingresso de jovens, de baixa renda, na universidade, pelo fato de que o transporte, pode limitar esse jovens, pelo custo que se tem ao final de um mês principalmente em cursos que apresentam sua grade em tempo integral, esse corte de custo mesmo que pareça pequeno, no final das contas contribui muito."
8150,851,1,Comma separating Subject from predicate; ,"A aprovação da lei que determina obrigatória a meia-entrada, tende ser apoiada, pela sociedade para que o avanço dos brasileiros seja possibilitado,tanto cultural, social e educacional."
8151,852,0,,O preconceito no racial é tema recorrente de discussão.
8152,852,1,Missing comma between the 'aposto'; ,"Embora não possa se comparar na proporção em outros partes do planeta, tais como o racismo nos EUA e no período Apartheid na África do Sul,tal preconceito ainda persiste no nosso Brasil, por meio de desigualdade social."
8153,852,0,,"A escravidão limitou a população negra de ser inserida na economia do país, no século XIX."
8154,852,0,,"Com o  “fim”  da escravidão, muitas pessoas de cor escura não tinha do que sustentar-se , não era aceita no mercado de trabalho."
8155,852,0,,Muitos por não serem inseridos na sociedade ficam sujeitas a marginalização.
8156,852,0,,"Contudo, o número de estudantes negros em universidades públicas brasileiras é pequeno."
8157,852,0,,"Mais existe programas sociais, como o sistemas de cotas para tentar diminuir essa diferença."
8158,852,0,,Seria necessário políticas para ser desenvolvida para a melhoria da condição de vida das pessoas com afrodescendência.
8159,852,1,Comma separating Subject from predicate; ,"Cada cidadão brasileiro, deveria colocar um fim nesse preconceito racial."
8160,853,0,,"A lei de meia-entrada foi criada com a função de acessibilizar atividades culturais como espetáculos teatrais, por exemplo, para estudantes, menores de 21 anos e idosos, já que, supostamente, essa classe não tem uma renda muito alta."
8161,853,0,,"Apesar de ser um ótimo incentivo, precisa-se avaliar até que ponto a lei é realmente funcional."
8162,853,1,Missing comma between the 'aposto'; ,"Pagar meia entrada tornou-se comum entre os brasileiros, a população sofre de um ""vício"" do ingresso barato."
8163,853,0,,"Com isso, nem todos que usufruem do benefício da meia-entrada têm real necessidade ."
8164,853,1,Missing comma between the 'aposto'; ,"Há os que se encaixam nos requisitos da lei (estudantes/menores de 21 anos/idosos), mas não possuem uma renda tão baixa a ponto de não poderem pagar o valor inteiro do ingresso; e tem os que não se encaixam nos critérios da lei e ainda assim dão um jeito de pagar meia-entrada pelo costume de pagar barato."
8165,853,0,,"Jovens e idosos se beneficiam pagando meia entrada , contudo não tem quem arque com os custos deste benefício."
8166,853,0,,A lei implica em subsídios aplicados sobre o valor do ingresso inteiro para suprir os que são vendido pela metade do preço.
8167,853,0,,Mas quem paga esse custo se numa plateia todos forem pagante de meia-entrada?
8168,853,0,,"Um ator de teatro, por exemplo, tem como pagamento de seu serviço o valor arrecadado na bilheteria."
8169,853,0,,Se um dia todos da plateia forem jovens e idoso o ator só receberá metade de seu pagamento.
8170,853,1,Comma separating Subject from predicate; ,"Olhando por esse lado a lei não parece ser tão benéfica como a maioria da população acredita ser (de acordo com pesquisas do IBGE, mais de 90% dos brasileiros apoiam a lei de meia-entrada)."
8171,853,0,,"Dado isso, conclui-se que é necessária a conscientização do Governo e também da população."
8172,853,1,Missing comma between the 'aposto'; ,"A população precisa agir com mais honestidade e cidadania sobre essa e qualquer outro tipo de lei; o Governo precisa rever a lei da meia-entrada, um acordo entre artistas, produtores culturais e empresas ligadas ao ramo cultural,  onde o Governos repassasse a outra metade do valor do ingresso, seria uma solução onde todos saem ganhando, inclusive os que realmente precisam de apoio e incentivo para ter acesso à cultura."
8173,854,0,,"Mais um projeto de lei diz beneficiar a sociedade brasileira, a chamada meia-entrada,  medida esta que beneficiaria sim a população brasileira se fossemos realmente um país justo e serio ."
8174,854,0,,"A meia entrada visa diminuir os custos para jovens e idosos frequentarem eventos culturais e esportivos, mais o resto da população também se beneficiará ou sofrerá com as mudanças?"
8175,854,0,,"A resposta é simples, o restante da população e até mesmo os beneficiados sofreram com o velho golpe dos descontos."
8176,854,0,,No nosso país nós sabemos melhor que ninguém que não existem descontos ou meia-entradas e sim que o verdadeiro valor estará coberto por alguma propaganda mentirosa.
8177,854,0,,"A meia entrada não beneficia a população, ela só engana, pois se um ingresso de teatro custava 10 reais, caso a lei seja aprovada ele irá passar a custar 20 e todos continuaram a pagar o mesmo valor, sem perceber."
8178,854,0,,"Esse projeto só seria valido e traria beneficio se vivêssemos em um país sério e Justo , que não tenta enganar a sua população com falsas palavras e propaganda."
8179,854,0,,"A meia-entrada seria sim um avanço para o Brasil se o valor diminuído não fosse tirado do bolso do povo, que já arca com impostos altíssimos e entrega a empresários que não visam o entretenimento e sim a sua conta bancaria com mais cifrões."
8180,854,1,Missing comma between the 'aposto'; ,"Esperamos um dia vermos reais situações de benefícios para a população, algo que incentive realmente a procura pela cultura e o esporte que é, ou pelo menos deveria ser direito de todos nós, brasileiros."
8181,854,0,,Para que isso aconteça temos de cobrar situações de real beneficio e não somente mais disfarces.
8182,855,0,,"Polêmica discussão vem sendo travada na sociedade e no Congresso Nacional acerca da lei da meia-entrada para jovens de baixa renda, idosos, portadores de necessidades especiais e estudantes."
8183,855,0,,Semelhante debate ensejou a questão das cotas raciais em universidades públicas.
8184,855,0,,"Embora não haja consenso é com bom senso que se deve considerar tal matéria, e por boas razões."
8185,855,1,Missing comma between the 'aposto'; ,"À juventude pobre lhe é negado o acesso a direitos fundamentais, o que sustenta a criação de mecanismos para que possa realizar plenamente sua cidadania, como é o caso da meia-entrada, que poderia inclusive ser extendida a todas as pessoas beneficiadas por programas sociais como o Bolsa Família."
8186,855,0,,"O mesmo raciocínio vale para os portadores de necessidades especiais, por também viverem um cotidiano de exclusão."
8187,855,0,,Já em relação a idosos e estudantes são outros os argumentos.
8188,855,0,,"Maiores de 60 anos já contribuíram, a priori, com impostos e, principalmente, trabalho, e merecem, sem exceção, desfrutar dos últimos anos de vida."
8189,855,0,,"Já existe, por exemplo, o passe livre no transporte público para essas pessoas."
8190,855,0,,"Os que estudam, por sua vez, ainda não contribuíram, na maioria das vezes, nem com impostos nem com trabalho, logo é justificável incentivo em forma de lei para formação intelectual e física, em eventos culturais e esportivos."
8191,855,0,,"A exemplo das cotas, a meia-entrada trata diferentes de forma desigual, que pode se entender como gesto de solidariedade social necessário."
8192,855,0,,Mas como toda lei exije fiscalização para não haver prejuízo a nenhuma das partes.
8193,856,1,Comma separating Subject from predicate; ,"Que o Brasil passa por um momento importante na escala de eventos esportivos mundiais, isso é evidente."
8194,856,0,,"Durante os próximos anos, o país receberá Copa do mundo e as Olimpíadas."
8195,856,0,,E a realização de tais eventos evidenciam a falta de inclusão social presente na mentalidade de quem organiza.
8196,856,0,,"Um projeto de lei que tramita no congresso limita a carga de ingressos á 40% para deficientes, crianças e idosos."
8197,856,1,Comma separating Subject from predicate; ,"Se um governo que diz ser ""Um país de todos"" não da oportunidade aos de classes mais baixas à participação nos mais relevantes fatos que ocorrem no país, há falta de bom senso de quem governa."
8198,856,0,,"A Constituição do Brasil garante a todo cidadão o direito ao lazer, sendo assim, os preços dos ingressos deveriam ser mais acessíveis."
8199,856,0,,A falta de oportunidades de emprego faz com que essa parte da sociedade não tenha condições financeiras de frequentar tal evento .
8200,856,0,,"Vemos, diariamente, partidas de futebol, de escala estadual, com estádios vazios."
8201,856,0,,Estádios esses que cobram preços exorbitante para a economia local.
8202,856,0,,E é nesse contexto que se inclui a falta de bom senso.
8203,856,0,,"Dirigentes de clubes e empresários prezam, exclusivamente, para o lucro bruto."
8204,856,1,Missing comma between the 'aposto'; ,E a falta de coerência por parte dos mesmos evidencia um fato relevante: o surgimento dos não-pagantes.
8205,856,0,,"Estranho mesmo é tais mandatários lutarem tanto pela limitação dos ingressos á meia-entrada, se em estádios como o Engenhão, semanalmente, haviam jogos com 42 mil presentes e apenas 37 mil pagantes."
8206,856,0,,"Se há tanto alarde por uma inibição a meia-entrada, por que parte não paga se quer a entrada completa?"
8207,856,0,,As divergências nos preços de ingressos acaba causando a desvalorização do evento.
8208,856,0,,Um fato que evidência todos esses problemas são os recentes dados expostos pela revista ?
8209,856,0,,Veja?
8210,856,0,,"que mostram que os eventos culturais no Brasil estão entre os 15 mais inacessíveis, levando em conta a renda populacional."
8211,856,0,,E isso faz com que o gasto em construção de estádios por parte do governo sejam absolutamente desnecessários .
8212,856,0,,"Verdadeiros ""elefantes brancos""."
8213,856,0,,Esses dos quais não terão quase nenhuma utilidade após tal evento.
8214,856,0,,.
8215,856,0,,"Estádios como o Mané Garrincha, de Brasília, com um gasto em construção de cerca de R$1,5 Bi, tem um campeonato estadual com média de público de 5 mil pessoas."
8216,856,0,,Tem de se haver uma evolução ideológica nas questões de inclusão.
8217,856,0,,"Portanto, o governo deve propor novas medidas que atraiam diversas classes sociais aos espetáculos, como lugares ?"
8218,856,0,,preferenciais?
8219,856,0,,"a idosos, a gestantes e a deficientes físicos."
8220,856,0,,"O estabelecimento de um preço fixo é, atualmente, uma questão de escolha e, principalmente, de bom senso."
8221,856,0,,"Ou se agiliza oportunidades de inclusão, ou continuará em decadência a presença de público nesses eventos."
8222,856,0,,"É um fato relativo: Se não há emprego, não ha desenvolvimento financeiro."
8223,856,0,,"Se não há inclusão, haverá desvalorização."
8224,856,0,,"Os desportistas prezam pela paixão, mas nenhuma paixão, por maior que sejam , sobrevive sem condições adequadas para isso."
8225,856,0,,"Não adianta haver meio-ingresso para futebol, se não há desconto no prato de comida de quem paga impostos."
8226,857,1,Missing comma between the 'aposto'; ,"Em 1992, uma grande manifestação de jovens estudantes ocupou as ruas das grandes metrópoles do Brasil com o objetivo do impeachment do presidente Fernando Collor, que governava naquele ano."
8227,857,0,,O povo venceu a batalha e conseguiu retirar a faixa presidencial de um presidente que confiscou a economia do país.
8228,857,1,Missing comma between the 'aposto'; ,"Depois de pouco mais de uma década, as mesmas cenas se repetem pelas ruas, porém com uma maior quantidade de manifestantes que enxergaram um patriotismo além da emoção de torcer pelo seu time que joga em estádios luxuosos rotulados como padrões FIFA."
8229,857,0,,"Dessa vez o povo se revolta em perceber que os investimentos dos estádios foram bem maiores do que fora previsto e que todo esse dinheiro poderia ter sido investido nos pilares da saúde, educação e na melhoria dos recursos para um serviço público de qualidade prestado para a sociedade."
8230,857,0,,"Os manifestos ocorreram em todo o país, a maior parte deles teve caráter pacífico, mas infelizmente houve muitas pessoas que aproveitaram o momento para agirem como saqueadores de mercadorias e como vândalos de forma a destruírem alguns bens públicos."
8231,857,0,,"A Constituição Federal descreve que o poder emana do povo, portanto a participação popular é de extrema importância para a reforma política de um país."
8232,857,1,Missing comma between the 'aposto'; ,"O jornal Folha de São Paulo divulgou nessa semana que será mantido o preço nas tarifas de ônibus, que a PEC 37 foi reprovada, que o crime de corrupção será enquadrado no rol de crimes hediondos, sendo o apenado sujeito a pena de reclusão."
8233,857,1,Missing comma between the 'aposto'; ,"Além disso, até mesmo a presidenta Dilma Rousseff, em seu pronunciamento em rede nacional, declarou apoiar os manifestantes que se organizam de forma pacífica e afirmou que irá reunir com os principais líderes para que seus anseios possam ser atendidos."
8234,857,0,,Os brasileiros afirmam que o gigante acordou e que nada será como antes nessa pátria amada.
8235,857,0,,É contraditório querer que professores e servidores públicos sejam valorizados em uma nação que vaia o próprio presidente na inauguração da Copa das Confederações.
8236,857,0,,"É preciso haver uma reforma social voltada não somente no combate a corrupção, mas no respeito ao próximo e no combate as desigualdades sociais para que a nação brilhe com a mesma intensidade que sua seleção brilha nos gramados."
8237,858,0,,"Juntamente com a Copa das Confederações no Brasil, o país foi marcado por protestos e manifestações."
8238,858,0,,"Inicialmente, uma multidão buscava a redução das tarifas de ônibus, entretanto, com o passar dos dias, com ajuda das redes sociais, atos equivalentes se espalharam nacionalmente reunindo várias pessoas pelas ruas a protestarem por melhorias em vários setores e, principalmente, contra a corrupção."
8239,858,0,,"Na abertura do grande evento esportivo supramencionado, após ser anunciada para discurso, a Presidenta foi vaiada pelo público que se encontrava no estádio Nacional localizado em Brasília, conhecido como Mané Garrincha."
8240,858,0,,"O mau comportamento da torcida foi muito comentado e, para muitos, representou a insatisfação do povo brasileiro contra os altos gastos do Governo Federal com as reformas dos estádios para os eventos esportivos no país."
8241,858,0,,"Durante várias manifestações, aconteceram em muitas cidades atos de vandalismo, dos quais resultaram em destruição e violência contra o patrimônio público e de alguns particulares."
8242,858,0,,Algumas pessoas foram presas e a polícia muitas vezes agiu para se defender e conter alguns exaltados dentre a multidão.
8243,858,0,,"Até o momento, alguns grupos ainda se reúnem e novos protestos estão sendo feitos em algumas regiões do país."
8244,858,0,,"Entretanto, o Governo Federal declarou que uma reforma política será realizada, em muitas cidades houve a redução das tarifas dos transportes públicos, a PEC 37 foi rejeitada e a Secretaria Geral da Presidência informou que será criado um observatório participativo a fim de viabilizar um canal de diálogos com jovens através das redes sociais."
8245,858,0,,"O povo brasileiro por muito tempo vem vivenciando escândalos políticos, desvios de verbas públicas e sofrendo com a calamidade dos serviços públicos de péssima qualidade, destarte,  as manifestações pacíficas têm fundamentos válidos e constitucionalmente é assegurada ."
8246,858,0,,"Entretanto, não bastam somente protestos esporádicos para que haja uma verdadeira mudança do cenário de corrupção do país."
8247,858,0,,A sociedade deve ir além e exercer efetivamente seu poder através de maior fiscalização dos gastos públicos e buscar punição severa para aqueles que comentem atos de improbidade administrativa.
8248,859,0,,"No dia 6 de junho de 2013, o Brasil começava a dar os primeiros passos para demonstrar sua insatisfação com os aumentos das passagens de ônibus."
8249,859,0,,O movimento de protestos teve início na cidade de São Paulo e atingiu outras grandes cidades do Brasil.
8250,859,0,,"As manifestações trouxeram á tona outros problemas do país, como: A corrupção, saúde e educação pública."
8251,859,0,,"O governo agiu diminuindo as passagens de ônibus, porém foi pouco para calar a voz da população."
8252,859,0,,"O povo fala de mudanças na política, mas sabemos que isso é um processo que demanda um longo tempo."
8253,859,0,,"A PEC 37(que proibia a investigação do Ministério Público) foi cancelada, as passagens de ônibus, metrôs e barcas continuam com o mesmo valor, mas ainda é pouco perto do que a população ainda clama."
8254,859,0,,"Essas manifestações ainda são uma incógnita, pois não há partido liderando-as, não se sabe quando irão terminar."
8255,859,0,,"O Brasil acordou, mas não pode se contentar apenas com poucas mudanças é preciso querer mudar sempre!"
8256,860,1,Comma separating Subject from predicate; ,"O que as emissoras de Tevê nos mostram todos os dias é a violência dos manifestantes, obviamente esse não deve ser o centro disso tudo, devem mostrar a nova forma escolhida para pedir melhorias para o Brasil, seja no sentido político e econômico, ou no sentido educacional."
8257,860,0,,Uma revolução que se iniciou nas redes sociais e se impulsionou para todo o país.
8258,860,1,Missing comma between the 'aposto'; ,"Esses jovens e adultos demonstram sua força de opinião em cartazes, e logicamente nem tudo são “mil maravilhas” e existem aqueles vândalos decadentes que invadem lojas, saqueiam bancos, encedeiam carros e ônibus, além de xingarem nossos representantes."
8259,860,0,,"Estou do lado do povo, do lado da redução da tarifa de ônibus, da melhoria nos órgão de saúde."
8260,860,1,Missing comma between the 'aposto'; ,"Um dia, essa manifestações estaram descritas nos livros que nossos filhos lerão, ou como a ""Revolução dos Vinte Centavos'' ou como a ""Revolta da Rede Social'', mas sabemos que não são apenas vinte centavos."
8261,860,0,,"E toda essas ações mudam nossa mentalidade de que não devemos aceitar exclusão em vários contextos, e sim lutar por melhorias satisfatórias."
8262,860,0,,"Porque o Brasil é um país de todos, o pais da liberdade, da igualdade e não deve ser considerado somente como o país do futebol, o país da desigualdade ou um país de baixo índice de alfabetizados, pois antes de querermos ser os melhores anfítriões dos convidados para a copa temos de ser os melhores para os habitantes daqui, do país verde amarelo."
8263,861,0,,"O protesto expressa uma reação, solitária ou em grupo, contra ou a favor de determinado evento ."
8264,861,0,,"Nesse contexto e conforme a constituição brasileira, a população tem o direito de se manifestar em relação à garantia dos direitos sociais, os quais englobam a saúde, a educação, dentre outros."
8265,861,0,,Os protestos no Brasil não trazem tantas mudanças quanto as desejadas.
8266,861,0,,"Para isso, deve-se protestar sempre, mesmo que objetivo principal ainda não tenha sido atingido."
8267,861,0,,No Brasil a educação está ficando cada vez mais esquecida.
8268,861,0,,"O poder político investe em coisas menos importante , como a copa das confederações , quando deveria investir em educação."
8269,861,1,Comma separating Subject from predicate; ,"Por mais que a população se manifeste, as autoridades fazem o mínimo possível para que os protestos acabem e não para solucionar os verdadeiros problemas."
8270,861,0,,"Os manifestos devem continuar, mostrando assim que os brasileiros não desistem tão facilmente."
8271,861,0,,Os hospitais públicos do nosso país estão em situação alarmante.
8272,861,0,,"Os profissionais de saúde são desqualificados, a fila de espera é enorme e não existem macas suficientes para todos os pacientes."
8273,861,0,,"No entanto, os assentos do maracanã são os melhores e mais confortáveis e as autoridades policiais fazem a segurança com mais eficiência possível."
8274,861,0,,Percebe-se aí o descaso do governo com a saúde pública.
8275,861,0,,Manifestar-se contra essas atitudes indevidas e clamar por saúde são formas de pedir mudanças no país.
8276,861,0,,"Por conseguinte, é fato que as manifestações populares não mudam muitas coisas no Brasil."
8277,861,0,,"As autoridades não se importam com os reais objetivos dos protestos, elas querem acabar com a “bagunça” que eles proporcionam."
8278,861,0,,"Porém, a população não deve se calar, ela deve persistir nos objetivos das manifestações para que eles tragam benefícios ao povo brasileiro."
8279,862,1,Missing comma between the 'aposto'; ,"Se as manifestações que começaram com o Movimento Passe livre em São Paulo e se estenderam para outras regiões servirão para realizar as mudanças políticas e sociais que queremos, ainda é cedo para dizer, o que já sabemos com certeza é que a população hoje, como não acontecia há muito tempo, sente que tem voz, as vitórias ainda que pequenas, foram representativas e serviram para mostrar que a sociedade brasileira quer ter mais participação política, além do voto de quatro em quatro anos, e essa já pode ser considerada nossa maior vitória."
8280,862,0,,"É pouco provável que as manifestações acabem tão cedo, já que existem varias necessidades que precisam ser ouvidas e para quais esperamos respostas em forma de leis."
8281,862,0,,"O Brasil não acordou, o Brasil sempre esteve acordado, mas estava ""deitado eternamente em berço esplendido"" as pessoas se indignavam com a corrupção, com a falta de educação e saúde e assistiam TV indignadas, iam trabalhar indignadas e conviviam com esse indignação diariamente, como uma fatalidade, o Brasil apenas levantou do “Berço esplendido” e foi para rua mostrar que quer mudança."
8282,862,0,,"Para os descrentes nas manifestações e para os manifestantes ""xiitas"", é preciso ser explicado que um país inteiro não muda em um mês de passeatas, precisamos ir para as ruas com objetivos muito bem definidos, algumas manifestações tinham cartazes de todos os tipos, e ecoavam gritos ""genéricos"" como ""chega de corrupção"" bonitos, mas sem funcionalidade prática, uma luta contra tudo é o mesmo que uma luta contra nada, esse talvez seja o momento de voltarmos pra casa nos reorganizarmos definirmos uma luta e irmos para rua todos em uma só voz, e a Internet à exemplo da Primavera árabe é nossa principal ferramenta, se não desistirmos da nossa participação política, chegará um momento em que não precisaremos ir as ruas, os políticos virão até o povo para entender o que ele quer e como atende-lo , esse será um processo de anos, e as pequenas vitórias serão o fôlego e a motivação para continuarmos."
8283,863,0,,"A partir da segunda semana de junho, o povo brasileiro parece ter despertado da letargia em que havia mergulhado desde os anos 1990."
8284,863,0,,Milhões de pessoas foram às ruas para protestar contra tudo que está aí.
8285,863,1,Missing comma between the 'aposto'; ,"O que começou como uma simples reivindicação para baixar o preço das tarifas de ônibus acabou deixando clara a insatisfação popular com a corrupção, o uso indevido do dinheiro público, a péssima qualidade dos serviços prestados pelo governo à população."
8286,863,0,,As manifestações tiveram resultados imediatos.
8287,863,0,,"Assim como o povo, os políticos também deixaram de lado a letargia e, em pouco tempo, não só o aumento das tarifas dos transportes foi revogado, como também outros anseios populares foram atendidos: a rejeição da PEC 37, que tirava poder de investigação do ministério público , e a aprovação de lei que fará ser considerado ediondo o crime de corrupção."
8288,863,0,,"Diante disso tudo, é o caso de se perguntar: será que o gigante, deitado eternamente em ""berço explêndido""  , acordou?"
8289,863,0,,"Parece que sim, mas, por enquanto, não se pode ter certeza."
8290,863,0,,"Pode ser que tudo não passe de um espasmo, que as manifestações percam força com o passar do tempo, deixando os políticos novamente à vontade para cuidar apenas de seus próprios interesses."
8291,863,0,,"Espero que não, Deus nos ajude!"
8292,863,1,Comma separating Subject from predicate; ,"Para que o Brasil desperte de fato, a participação da população no processo democrático tem de ser constante."
8293,863,0,,"É importante se manifestar, seja nas ruas, seja nas redes sociais, sempre que for necessário."
8294,863,1,Comma separating Subject from predicate; ,"Aí sim, quem sabe, poderemos dizer definitivamente que o país acordou."
8295,864,0,,"Os cidadãos brasileiros no Brasil e no mundo assistiram, repletos de alegria e indignação, a uma onda de protestos jamais vista na história do país."
8296,864,0,,"Ao longo das últimas semanas, mais de um milhão de manifestantes foram às ruas em várias cidades brasileiras, de norte a sul, caracterizando um movimento de caráter nacional e democrático."
8297,864,0,,Mas o que será que muda após essa revolta popular?
8298,864,0,,"O que começou como um movimento contra o aumento das tarifas de ônibus se transformou em reinvidicações mais amplas, contra a corrupção e em prol de melhores serviços públicos em geral."
8299,864,1,Missing comma between the 'aposto'; ,"Após assistirem atônitos ao povo brasileiro ir às ruas tantos em protestos pacíficos como violentos, muitos políticos se viram acuados e forçados a atender pelo menos algumas exigências populares, tais como a revogação do aumento das tarifas de ônibus, a derrubada da Proposta de Emenda à Constituição (PEC) 37 e a aprovação do projeto que destina 75% das receitas do petróleo para a educação."
8300,864,0,,"Ainda assim, os protestos continuam e, portanto, ainda é cedo para saber que novos rumos isso inspirará para o país ou se haverá mudanças efetivas."
8301,864,0,,"Apesar da união dos brasileiros nas ruas, a pauta de reinvidicações é ampla e desorganizada."
8302,864,0,,"Além disso, houve (e ainda há) episódios localizados de violência e banditismo que causaram temor à princípio, colocando em risco a imagem do movimento."
8303,864,0,,"Mas talvez todos esses entraves sejam mesmo sinal de que ""o gigante acordou"" e que haverá menos tolerância à corrupção e abusos de poder daqui para a frente."
8304,864,0,,Só o tempo dirá.
8305,865,0,,Em meio a diversas reivindicações foram inconsistentes as mudanças adquiridas.
8306,865,0,,E necessária muito mais de uma população para transformações significativas.
8307,865,0,,"É indiscutível que ocorreram mudanças tanto na forma de pensar da população brasileira, como em algumas pautas citadas pelos manifestantes."
8308,865,0,,"A percepção que era concebida aos jovens de apenas alienados e consumistas foram deixadas um pouco de lado após essas mobilizações protagonizadas pelos próprios, parte da sociedade."
8309,865,0,,Essa mudam vê os mesmos agora como futuro de uma população politizada.
8310,865,0,,Essa mudança vem acompanhada de outras significativas para os quem foi à rua.
8311,865,0,,Foram conquistadas a revogação do aumento no valor da passagem de ônibus assim como também foi derrubada a PEC 37.
8312,865,0,,Apesar de não serem mudanças revolucionárias estas duas citadas deram ao povo brasileiro a esperança da construção de um país melhor por intermédio da execução da cidadania pela população.
8313,865,0,,Sabe-se que o caminho percorrer em busca desse objetivo é longo.
8314,865,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Dilemas apresentados pelo país como o ineficaz sistema de saúde, a ineficiente educação pública e o caro e precário transporte urbano obviamente não mudou e não mudará rapidamente após manifestações populares, é preciso ação muito mais."
8315,865,0,,"A representação verídica de uma cidadania caminha com a escolha bem sucedida de candidatos em eleições, após uma avaliação desse eleitor com a carreira pública do seu futuro representante, saber em quem está investindo o voto é fundamental para uma concreta politização tanto dos jovens como do resto da população."
8316,865,0,,De um modo geral o Brasil pouco mudou após tais manifestações ocorridas.
8317,865,0,,"Transformações mais efetivas na vida social dos brasileiros ainda estão distantes de serem conquistadas, reivindicações por si só não mudará o país."
8318,865,1,Comma separating Subject from predicate; ,"Consiência política e transparência para com o dinheiro público e com o modo de governar e administrar o país seja no poder judiciário, legislativo ou executivo seria um grande passo para um país mais dignos á sua população."
8319,866,0,,"Muito se tem discutido, recentemente,  acerca das manifestações que vem ocorrendo no Brasil e dos resultados decorrentes dessa protestação que acontece de forma tão pavorosa para nossos lideres políticos."
8320,866,0,,Será que mudará algo na política brasileira?
8321,866,0,,"Ao examinar alguns dos motivos desses protestos como a PEC 37, cerifica-se que pelo menos 62 % da corrupção dentro das câmaras  municipais diminuirá com a formulação da lei que filtra os políticos com ficha suja do senado ."
8322,866,0,,Além da lei que reduz de vinte a trinta e cinco centavos do dispêndio com os ônibus coletivos.
8323,866,1,Missing comma between the 'aposto'; ,"Ainda convém lembrar que não foram só essas as mudanças, mas também varias outras de elevada importância para o povo, como: melhoras na educação, a aplicação da verdadeira “democracia” que a nação espera e a desmoralização da politica adotada pelo governo."
8324,866,0,,"Em virtude dos fatos mencionados, a população brasileira tem recebido respostas positivas se tratando das reivindicações feitas, agora só nos resta esperar que o Brasil seja um país com olhos para a população e não afrouxar o laço colocado em nossos representantes."
8325,867,1,Comma separating Subject from predicate; ,"Com o preparativo dos grandiosos eventos esportivos que serão sediados no Brasil em 2014, tornou-se inevitável o despertar da população em relação a todos os problemas e déficits presentes na segurança, educação e infraestrutura do país."
